Year,State,State_ANSI,AG_District,Ag_District_Code,County,County_ANSI,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,annual_GDD,noppt_01,noppt_02,noppt_03,noppt_04,noppt_05,noppt_06,noppt_07,noppt_08,noppt_09,noppt_10,noppt_11,noppt_12,annual_noppt,total_ppt_01,total_ppt_02,total_ppt_03,total_ppt_04,total_ppt_05,total_ppt_06,total_ppt_07,total_ppt_08,total_ppt_09,total_ppt_10,total_ppt_11,total_ppt_12,annual_ppt,avg_tmin_01,avg_tmin_02,avg_tmin_03,avg_tmin_04,avg_tmin_05,avg_tmin_06,avg_tmin_07,avg_tmin_08,avg_tmin_09,avg_tmin_10,avg_tmin_11,avg_tmin_12,avg_tmean_01,avg_tmean_02,avg_tmean_03,avg_tmean_04,avg_tmean_05,avg_tmean_06,avg_tmean_07,avg_tmean_08,avg_tmean_09,avg_tmean_10,avg_tmean_11,avg_tmean_12,avg_tmax_01,avg_tmax_02,avg_tmax_03,avg_tmax_04,avg_tmax_05,avg_tmax_06,avg_tmax_07,avg_tmax_08,avg_tmax_09,avg_tmax_10,avg_tmax_11,avg_tmax_12,avg_tdmean_01,avg_tdmean_02,avg_tdmean_03,avg_tdmean_04,avg_tdmean_05,avg_tdmean_06,avg_tdmean_07,avg_tdmean_08,avg_tdmean_09,avg_tdmean_10,avg_tdmean_11,avg_tdmean_12,avg_vpdmin_01,avg_vpdmin_02,avg_vpdmin_03,avg_vpdmin_04,avg_vpdmin_05,avg_vpdmin_06,avg_vpdmin_07,avg_vpdmin_08,avg_vpdmin_09,avg_vpdmin_10,avg_vpdmin_11,avg_vpdmin_12,avg_vpdmax_01,avg_vpdmax_02,avg_vpdmax_03,avg_vpdmax_04,avg_vpdmax_05,avg_vpdmax_06,avg_vpdmax_07,avg_vpdmax_08,avg_vpdmax_09,avg_vpdmax_10,avg_vpdmax_11,avg_vpdmax_12,Yield
1999,NEBRASKA,31,EAST,60,HAMILTON,81,4.8,39.9,82.3,259.3,600.8,814.5,1126.3,957.5,630.8,351.2,199.3,21.6,5088.3,28,23,27,18,17,16,22,19,24,30,29,27,280,14.73,11.68,21.34,127,138.68,184.4,97.03,127,33.53,1.78,16.76,16.51,790.44,-9.78,-4.23,-3.02,4.33,10.08,15.13,19.49,16.64,9.2,2.98,-0.46,-5.16,-4.11,2.29,3.34,9.68,15.77,20.08,25.18,22.16,16.68,11.28,8.03,0.69,1.56,8.82,9.71,15.02,21.46,25.04,30.88,27.68,24.18,19.58,16.52,6.54,-8.28,-3.43,-3.18,4.4,9.66,15.98,20.01,17.71,9.84,0.81,-2.06,-5.16,0.31,0.44,0.59,0.8,1.32,0.72,1.42,0.85,0.94,1.54,1.14,0.65,3.72,7.8,8.45,9.45,13.53,14.15,20.5,16.2,18.36,16.95,14.31,5.64,9.71
1998,NEBRASKA,31,EAST,60,HAMILTON,81,1.6,16.6,79.2,231.9,727.9,817.4,1084.5,1022.7,892.6,426.6,102.7,47.1,5450.8,29,25,22,21,22,16,22,22,28,21,22,28,278,8.13,12.19,69.85,114.55,131.32,134.87,85.34,65.79,8.89,73.66,76.45,2.79,783.83,-8.49,-2.39,-4.53,3.67,11.74,14.27,19.58,17.6,13.85,6.25,0.56,-7.81,-3.73,2.04,-0.51,9.11,18.04,20.14,24.43,23.33,21.53,12.64,5.76,-0.83,1.03,6.47,3.5,14.54,24.36,26.02,29.3,29.05,29.21,19.04,10.97,6.14,-6.17,-1.25,-3.38,2.57,11.88,13.94,19.96,18.83,13.72,7.12,1.32,-6.69,0.17,0.27,0.29,1,1.11,1.38,1.12,0.61,1.19,0.71,0.51,0.39,2.68,4.17,3.63,10.3,16.42,19.33,16.87,18.72,26.72,11.57,6.52,6.29,11.51
1997,NEBRASKA,31,EAST,60,HAMILTON,81,17.6,13.5,107.7,198.1,492.8,909.4,1068.5,926.2,743.5,442.2,36.4,0.7,4956.6,28,24,28,17,23,22,24,22,22,26,28,25,289,7.62,22.1,7.87,67.31,108.46,73.15,32,161.04,115.06,87.63,45.97,15.75,743.96,-12.87,-7.12,-3.18,0.52,7.22,15.54,18.07,15.99,12.59,5.43,-3.65,-5.38,-6.46,-2.22,4.43,6.69,13.83,21.84,24.15,21.6,18.77,11.91,2.21,-1.21,-0.03,2.69,12.04,12.87,20.44,28.14,30.24,27.21,24.93,18.39,8.06,2.99,-12.46,-5.08,-2.67,0.85,5.27,14.82,18.76,17.75,13.76,5.54,-3.39,-4.36,0.29,0.25,0.61,0.6,1.8,1.63,0.96,0.49,0.6,1.39,0.52,0.31,4.44,3.46,10.22,9.57,15.9,21.45,20.8,15.32,16.28,13.59,6.44,2.9,8.69
1996,NEBRASKA,31,EAST,60,HAMILTON,81,15.8,56.4,36.8,246.4,510,947.9,993.9,939.9,633.3,386.7,13.8,0,4780.9,23,28,26,26,9,21,23,15,19,29,21,25,265,30.99,0.25,13.46,58.67,221.74,108.97,78.99,111.25,80.77,5.33,92.71,4.06,807.19,-12.78,-8.26,-7.75,1.06,9.57,16.4,17.26,16.41,10.79,4.52,-5.29,-10.64,-7.17,-1.48,-0.51,8.83,14.14,22.56,22.81,21.84,16.73,11.72,-0.47,-5.39,-1.56,5.3,6.74,16.61,18.71,28.72,28.37,27.27,22.64,18.91,4.36,-0.12,-11.27,-8.95,-8.6,-0.74,10.23,15.47,17.02,18.03,11.42,4.33,-4.42,-9.04,0.43,0.91,0.76,1.43,0.93,2.23,1.62,0.46,0.81,1.11,0.36,0.23,3.25,6.94,7.35,15.05,9.99,22.55,19.36,15.47,14.54,14.47,3.93,2.61,10.13
1995,NEBRASKA,31,EAST,60,HAMILTON,81,0,58.4,176.2,167,417,854.5,1103.5,1111,641.1,349.4,38.9,23.7,4940.7,27,25,25,18,12,20,25,22,24,25,24,26,273,12.7,8.89,40.89,66.55,192.28,68.83,53.59,62.99,56.13,42.16,11.68,7.62,624.31,-9.84,-5.77,-2.69,1.16,7.65,14.82,17.75,18.84,10.2,3.88,-5.08,-7.36,-4.56,1.09,3.24,7.22,12.47,20.82,24.78,24.91,16.78,11.03,1.67,-2.25,0.72,7.96,9.18,13.29,17.28,26.83,31.81,30.97,23.36,18.19,8.41,2.86,-7.37,-5.39,-1.5,1.63,8.27,14.14,16.78,19.21,11.08,2.95,-4.22,-6.66,0.23,0.58,0.57,0.68,0.74,1.85,2.14,1.93,0.96,1.36,0.6,0.46,2.54,8,7.28,9.79,9.06,20.46,29.75,22.91,16.01,14.67,7.07,4.28,9.34
1994,NEBRASKA,31,EAST,60,HAMILTON,81,4.7,7.8,116.3,297.4,716.1,994.6,966.8,969.2,748.2,421.4,76.8,2.6,5321.9,26,21,30,21,23,20,15,17,23,21,25,24,266,19.05,22.86,0.51,76.45,24.64,109.22,181.1,78.49,94.74,59.44,63.25,32,761.75,-11.74,-12.54,-2.48,2.04,11.03,17.23,16.22,15.77,12,5.76,-1.66,-6.74,-6.18,-7.07,4.93,9.56,17.79,23.42,22.33,22.37,18.86,12.49,4.25,-1.82,-0.61,-1.58,12.34,17.07,24.53,29.6,28.43,28.98,25.71,19.23,10.16,3.1,-10.34,-10.34,-3.01,0.84,9.13,15.71,16.68,17.11,11.12,5.47,-1.29,-4.33,0.38,0.39,0.91,1.43,2.49,2.5,1.53,0.98,2.06,1.07,0.65,0.23,3.09,2.75,10.59,14.75,21.17,24.44,18.73,19.72,21.36,13.18,7.22,2.79,10.15
1993,NEBRASKA,31,EAST,60,HAMILTON,81,0,0,39.2,210,576.5,808.5,991.8,1007.3,540,349.4,23.8,10.8,4557.3,22,16,24,19,16,17,9,15,19,22,24,29,232,34.54,55.37,33.53,61.72,113.79,137.67,209.04,115.32,70.61,37.34,23.62,27.94,920.49,-12.86,-11.31,-3.18,2.42,9.61,13.99,17.73,17.58,8.46,3.63,-5.54,-6.2,-8.22,-7.02,1.54,8.05,15.33,19.97,22.77,23.05,15,10.42,0.9,-0.92,-3.58,-2.72,6.27,13.68,21.06,25.95,27.82,28.53,21.54,17.21,7.35,4.37,-10.13,-8.52,-1.95,2.06,9.76,13.77,18.78,18.46,9.37,3.65,-5.08,-5.34,0.23,0.15,0.39,0.81,1.19,1.51,0.69,0.98,0.87,1.02,0.64,0.53,1.4,1.41,4.14,9.88,13.09,18.51,15.49,17.77,14.55,12.83,6.66,4.37,7.88
1992,NEBRASKA,31,EAST,60,HAMILTON,81,7.7,48.6,133.2,287.6,645.7,787.3,895.6,848.5,680.1,366.2,17.2,0,4717.7,23,21,21,25,19,18,13,25,21,27,20,25,258,47.5,29.46,67.06,20.32,109.22,143.26,155.7,121.41,25.15,82.8,24.89,25.65,852.42,-4.85,-3.17,-0.71,2.65,9.62,14.02,15.46,14.71,10.38,4.18,-2.86,-8.39,0.42,2.54,5.67,9.55,16.57,19.58,21.05,20.21,17.59,11.33,0.58,-3.64,5.69,8.27,12.06,16.46,23.52,25.14,26.64,25.69,24.82,18.48,4.02,1.11,-3.99,-2.08,-0.3,2.52,7.44,13.41,16.73,15.44,10.97,3.78,-2.47,-7.31,0.44,0.45,0.68,1.08,2.04,1.58,0.96,1.08,1.17,1.19,0.43,0.42,4.55,6.23,8.82,12.47,19.03,17.05,14.58,15.26,17.75,15.18,3.16,2.89,9.88
1991,NEBRASKA,31,EAST,60,HAMILTON,81,0,33.1,127.8,352.6,700.8,1008.8,1079.9,1013.3,741,373.5,21.4,2.8,5455,26,27,20,18,19,23,25,25,26,27,17,27,280,16,0.25,68.07,132.08,169.16,138.68,48.26,56.64,10.41,28.96,62.48,41.15,772.14,-13.41,-4.71,-2.72,5.14,11.6,17.68,17.61,16.49,11.11,3.26,-6.06,-4.61,-7.49,2.54,4.78,11.52,17.54,23.68,24.36,23.16,18.72,10.86,-1.15,-0.03,-1.59,9.79,12.29,17.91,23.47,29.68,31.09,29.83,26.34,18.47,3.76,4.54,-10.42,-4.79,-1.87,4.03,12.4,16.73,16.43,16.05,9.53,1.06,-4.01,-4.11,0.31,0.67,0.64,1.13,0.95,2.49,2.46,1.74,2.01,2.01,0.33,0.45,2.56,8.11,10.29,13.96,14.93,24.03,27.6,25.36,23.36,16.67,3.57,3.96,9.51
1990,NEBRASKA,31,EAST,60,HAMILTON,81,10.8,8.9,77.3,247.6,475.6,898.4,955,951.9,801.6,319.7,139.4,16.8,4903,28,25,19,26,19,19,21,23,27,25,24,25,281,9.65,5.33,76.96,11.43,104.9,187.45,188.21,70.87,14.22,23.11,45.97,21.08,759.18,-7.39,-8.11,-2.13,1.51,7.69,15.41,16.41,16.09,12.37,2.84,-1.81,-11.86,-0.78,-2.02,3.89,8.76,13.52,21.64,22.12,22.06,19.84,10.47,5.28,-6.14,5.84,4.07,9.91,16.01,19.36,27.85,27.83,28.03,27.34,18.11,12.38,-0.43,-6.2,-6.93,-0.93,2.38,8.21,15.27,16.49,17.63,11.24,2.31,-0.88,-9.98,0.52,0.53,0.53,0.77,0.82,1.68,1.53,0.77,1.94,1.13,0.72,0.36,5.74,5.19,6.55,11.32,11.28,20.65,18.91,16.69,25.15,14.83,9.51,4.12,9.83
1989,NEBRASKA,31,EAST,60,HAMILTON,81,8.5,0,138.8,392.8,629.4,795.1,1077.3,987.5,609.6,396.1,54.7,12.6,5102.4,25,21,26,27,19,21,24,27,24,26,29,25,294,24.89,15.49,6.6,5.84,72.64,102.87,55.88,82.3,195.83,35.31,1.27,10.41,609.33,-6.6,-14.01,-5.07,3.02,9.37,13.31,18.37,16.78,9.65,3.78,-4.47,-14.17,-0.32,-8.4,1.79,11.8,16.28,19.72,24.31,22.69,16.29,11.68,2.63,-7.98,5.97,-2.79,8.64,20.58,23.19,26.14,30.24,28.61,22.93,19.59,9.74,-1.79,-6.81,-11.93,-4.06,1.02,7.17,12.14,18.1,17.13,10.54,3.03,-4.82,-11.68,0.62,0.31,0.53,1.64,1.93,1.93,1.52,1.25,1,1.43,1.08,0.38,6.08,2.96,8.85,21.01,19.27,20.9,23.63,19.9,15.11,16.68,8.03,3.6,10.18
1988,NEBRASKA,31,EAST,60,HAMILTON,81,0,16.4,140.7,292.9,788.7,1066.8,1054,1087.4,733.5,285.3,86.1,23.5,5575.3,26,25,29,25,23,26,21,25,23,31,25,29,308,19.05,5.08,3.05,62.99,55.37,109.73,48.01,53.59,131.32,0,33.02,9.14,530.35,-13.33,-10.28,-3.35,2.61,12.48,16.86,17.93,17.34,11.19,2.6,-1.92,-6.2,-7.53,-3.89,4.38,10.27,19.13,24.76,23.89,24.49,18.58,9.68,4.06,0.18,-1.73,2.48,12.11,17.93,25.79,32.67,29.84,31.64,25.97,16.78,10.04,6.56,-11,-9.09,-5.04,-0.03,9.38,13.84,17.68,16.45,10.81,1.48,-1.94,-6.39,0.29,0.48,1.14,1.75,3.29,4.05,1.53,2.52,1.68,1.22,0.81,0.65,2.41,4.79,11.5,15,21.94,34.76,21.67,28.7,21.23,12.46,7.38,6.56,8.32
1987,NEBRASKA,31,EAST,60,HAMILTON,81,19.2,34.9,104.2,400.8,779.4,1008,1133.7,952.1,724.1,256.2,142.1,2.2,5556.9,28,22,19,27,15,23,24,19,25,28,25,27,282,1.02,17.53,229.11,31.24,99.06,45.47,43.43,107.7,42.42,20.32,40.89,17.27,695.46,-7.04,-3.28,-1.98,4.83,12.98,16.61,18.27,16.32,11.12,1.28,-0.37,-5.24,-1,2.79,3.92,12.08,18.97,23.67,25.32,22.06,18.41,9.09,5.54,-0.81,5.05,8.87,9.81,19.34,24.94,30.73,32.36,27.81,25.71,16.89,11.47,3.63,-7.44,-3.49,-0.95,2.25,11.61,14.63,17.52,16.3,10.65,-0.63,0.34,-4.86,0.59,0.56,0.48,2.18,2.01,2.8,2.38,1.39,1.47,1.4,0.55,0.47,5.83,7.18,7.31,17.95,18.85,28.9,30.42,20.63,20.3,14.35,7.44,3.6,9.78
1986,NEBRASKA,31,EAST,60,HAMILTON,81,20.9,22.3,191.9,356.5,671.5,1031.5,1153.3,913,773.9,367.4,54.5,0,5556.7,31,22,24,18,21,20,26,18,17,20,27,26,270,0,14.22,44.7,117.35,71.63,113.79,77.47,124.71,101.09,120.14,5.59,21.59,812.28,-7.31,-7.86,0.14,4.43,11.03,17.62,19.33,15.79,13.88,5.52,-4.52,-5.36,0.24,-2.86,6.9,11.31,17.03,24.1,25.67,21.36,19.33,11.27,1.86,-0.51,7.78,2.16,13.66,18.18,23.04,30.58,32,26.93,24.78,17.01,8.24,4.34,-7.21,-6.51,-0.53,4.21,9.46,16.18,18.28,16.13,13.2,6.34,-4.32,-4.73,0.7,0.38,1.13,1.36,2.06,2.45,2.91,1.24,1.27,0.57,0.7,0.34,7.34,3.54,11.37,12.81,16.34,26.74,27.41,16.78,16.25,9.64,6.77,3.65,10.52
1985,NEBRASKA,31,EAST,60,HAMILTON,81,0,2.7,109.1,412.6,705,797.5,1041.4,870.3,652,323.3,30.1,0,4944,27,23,24,22,22,20,26,25,15,19,18,26,267,7.62,7.62,64.77,76.45,127.51,75.18,106.68,129.03,182.63,54.36,11.43,5.84,849.12,-13.87,-11.14,-1.64,5.02,10.97,12.34,16.48,14.08,11.77,4.21,-6.58,-12.89,-7.85,-5.32,5.65,12.27,17.63,19.77,23.66,20.59,16.91,10.65,-1.87,-6.38,-1.83,0.51,12.94,19.51,24.29,27.2,30.83,27.12,22.05,17.1,2.82,0.12,-11.76,-10.13,-1.82,4.12,10.32,11.46,15.94,16.51,12.53,5.05,-6.06,-10.88,0.47,0.54,0.98,1.7,1.75,2.38,2.09,0.64,0.93,0.79,0.45,0.42,2.65,3.4,9.9,16.58,18.09,23.21,26.68,16.61,13.53,10.87,4.17,3.08,9.39
1984,NEBRASKA,31,EAST,60,HAMILTON,81,0,8.8,6,178.5,562.6,951.1,1057.7,1095,624.5,309.1,75.7,14.5,4883.5,27,26,24,15,17,19,25,30,29,17,26,26,281,3.3,21.34,55.37,184.66,167.39,144.53,81.28,49.78,10.92,80.01,25.4,41.4,865.38,-9.57,-4.26,-4.44,3.21,9.53,16.08,17.26,17.2,8.8,4.08,-2.91,-9.42,-4.97,0.86,0.07,7.92,15.08,22.61,23.96,24.62,16.49,10.26,3.74,-3.04,-0.36,5.98,4.57,12.63,20.64,29.16,30.64,32.04,24.17,16.42,10.4,3.34,-9.18,-3.64,-3.86,1.79,8.25,15.21,15.68,15.76,7.69,4.95,-2.73,-7.11,0.6,0.69,0.61,1.28,2.03,2.72,3.58,3.26,2.15,0.94,0.94,0.48,2.56,4.41,3.68,8.72,13.97,22.88,26.01,29.9,21.91,10.07,7.73,4.36,9.63
1983,NEBRASKA,31,EAST,60,HAMILTON,81,0,19.3,92.9,148.6,501.4,842.6,1167.6,1249.5,775.7,398.7,112.2,0,5308.5,25,23,20,21,20,18,26,25,25,24,18,24,269,20.57,14.22,96.77,31.24,121.67,178.56,19.05,52.07,96.01,37.08,103.63,14.22,785.09,-6.89,-4.51,-1.59,1.57,7.68,14.92,18.66,19.97,11.46,6.42,-0.64,-17.4,-3.19,-0.42,3.21,6.61,13.98,20.61,25.92,27.39,19.37,12.14,3.71,-13.25,0.51,3.66,8.01,11.65,20.28,26.28,33.19,34.82,27.28,17.89,8.06,-9.08,-6.23,-3.89,-1.53,0.18,6.56,14.19,16.95,18.08,9.63,5.83,0.38,-17.09,0.46,0.48,0.7,1.19,1.85,1.93,3.92,3.99,3.06,1.49,0.55,0.36,2.17,3.27,5.69,8.15,14.99,18.25,32.61,36.33,25.87,11.37,4.36,1.19,9.36
1982,NEBRASKA,31,EAST,60,HAMILTON,81,0,34.6,38.2,258.6,639.8,763.2,1090.6,976.9,674.5,350.9,45.5,11.6,4884.4,26,24,23,23,11,18,22,19,24,25,23,29,267,8.38,18.54,50.55,89.41,244.6,90.42,159.26,87.38,30.73,86.61,38.86,22.86,927.6,-16.18,-10.68,-3.61,1.43,11.21,13.07,18.35,17.03,11.36,4.31,-3.74,-6.59,-9.9,-4.96,2.06,8.57,16.47,19.13,24.54,22.51,17.49,11.13,1.88,-1.05,-3.63,0.76,7.72,15.69,21.72,25.19,30.73,27.98,23.63,17.97,7.5,4.49,-14.83,-10.56,-3.61,-0.89,11.36,12.25,18.16,17.91,11.59,4.31,-3.79,-5.89,0.41,0.48,0.75,1.57,1.36,1.92,2,1.35,1.72,1.32,0.71,0.63,2.11,3.97,5.98,14.16,12.23,18.26,23.36,17.21,15.82,12.29,5.76,4.46,10.47
1981,NEBRASKA,31,EAST,60,HAMILTON,81,16.3,66.7,112.4,518.3,521.6,977.4,1070,962.7,709.5,308.9,122.4,5.7,5391.9,31,24,25,23,19,22,21,21,25,22,24,26,283,0,10.41,113.79,35.56,145.8,26.42,96.52,125.73,46.23,46.23,65.53,32,744.22,-9.27,-8.45,-1.94,7.31,8.09,15.76,18.55,16.23,10.56,3.71,-0.69,-8.02,-1.67,-0.88,5.3,14.6,14.35,23.1,24.18,22.25,18.14,10.12,5.42,-3.25,5.92,6.68,12.53,21.88,20.61,30.44,29.81,28.28,25.73,16.53,11.53,1.53,-9.23,-7.77,-2.88,4.92,7.31,13.59,18.62,17.38,10.95,4.57,-0.1,-7.08,0.67,0.77,0.96,2.05,1.37,2.77,1.42,0.89,1.48,0.78,0.7,0.48,6.66,7.78,9.91,18.37,14.15,29.32,21.8,17.82,20.2,10.04,7.68,2.95,9.19
2018,NEBRASKA,31,SOUTH,80,HARLAN,83,0,2.6,105.7,178.3,799.7,1053.1,1084.5,981.5,819.3,284.2,38.3,0.1,5347.3,27,23,27,20,22,20,18,19,18,19,24,24,261,13.72,9.91,33.53,37.08,107.7,113.79,118.11,105.41,97.28,84.58,15.49,84.33,820.93,-11.18,-10.93,-3.19,-1.83,12.24,17.26,18.09,16.16,14.02,2.93,-5.11,-7.44,-4.32,-4.07,5.17,6.06,19.33,24.5,24.43,22.59,20.17,9.61,1.92,-1.63,2.54,2.79,13.54,13.94,26.43,31.75,30.77,29.02,26.33,16.29,8.94,4.19,-8.92,-9.37,-2.39,-1.22,12.17,16.71,18.69,17.39,14.66,4.03,-2.96,-4.79,0.34,0.43,0.66,0.78,1.22,1.71,1.14,0.72,0.67,0.55,0.3,0.23,4.5,5.26,11.23,11.81,21.82,29.59,23.44,21.25,18.31,11.59,7.13,3.79,10.99
2017,NEBRASKA,31,SOUTH,80,HARLAN,83,6.8,102.7,170.1,348,558.1,994.7,1175.4,927,820.1,413.1,88.7,11.7,5616.4,24,25,24,21,14,18,21,19,24,24,28,29,271,26.42,2.79,45.47,76.2,192.79,71.88,145.54,101.09,74.68,45.97,3.56,4.32,790.71,-7.92,-4.69,-1.34,4.22,7.79,15.49,18.98,14.37,12.09,4.03,-2.62,-9.3,-2.33,3.48,6.77,11.37,14.89,23.42,26.07,21.61,20.19,11.97,5.06,-1.94,3.25,11.65,14.88,18.51,21.98,31.34,33.14,28.86,28.28,19.9,12.74,5.43,-6.86,-4.56,-2.12,4.54,7.89,13.94,17.76,15.73,11.8,4.09,-1.52,-8.28,0.42,0.65,0.94,0.89,1.03,2.14,2.22,0.83,1.68,1.09,0.55,0.55,4.08,11.28,12.78,14.11,17.71,31.92,32.57,22.45,27.15,14.94,9.95,6.4,11.49
2016,NEBRASKA,31,SOUTH,80,HARLAN,83,10.3,54.3,201.6,341.8,577.6,1046.8,1123.7,1021.7,788.5,508.5,207.6,0,5882.4,27,27,27,21,14,24,18,19,21,28,24,23,273,8.89,29.97,4.32,183.64,110.24,60.45,87.88,45.97,64.77,2.79,28.96,19.3,647.18,-7.18,-4.43,-1.52,3.8,8.97,16.94,18.49,16.74,12.09,5.41,0.14,-10.31,-1.24,2.19,7.69,11.28,15.35,24.38,25.14,23.31,19.6,14.11,8.06,-3.24,4.7,8.81,16.9,18.76,21.73,31.82,31.77,29.89,27.13,22.8,15.96,3.83,-5.78,-4.33,-1.46,2.95,8.98,15.12,18.14,16.97,12.87,6.22,0.73,-9.42,0.38,0.78,1,1.42,1.03,2.6,1.8,1.26,1.12,0.92,0.77,0.46,4.74,7.98,14.68,14.73,14.94,31.32,27.77,24.09,21.45,18.83,12.62,5.26,11.73
2015,NEBRASKA,31,SOUTH,80,HARLAN,83,32,40.5,208.1,354.2,559,931,1091.7,991.1,950.6,492,156.5,29.5,5836.2,29,25,28,19,15,19,20,25,23,22,21,25,271,1.02,10.92,7.87,75.18,127.76,141.73,96.27,87.38,16,42.67,72.14,42.67,721.61,-9.33,-9.71,-3.05,3.87,8.87,15.79,17.59,15.63,15.3,6.12,-0.46,-4.68,-1.81,-2.03,6.83,11.51,15.02,22.24,24.57,22.76,22.61,13.77,6.06,0.82,5.7,5.63,16.72,19.16,21.17,28.69,31.54,29.89,29.91,21.43,12.56,6.32,-8.48,-8.64,-5.27,3.09,9.31,15.94,17.57,16.27,14.36,4.84,0.34,-3.72,0.61,0.55,1.31,1.01,1.03,1.49,1.51,1.28,2.26,1.43,0.57,0.45,6.99,6.91,17.45,15.11,14.44,22.1,27.74,23.86,27.8,18.15,9.61,5.43,10.74
2014,NEBRASKA,31,SOUTH,80,HARLAN,83,7.6,9.4,96.1,320.3,612.3,907.4,1026.6,1075,711.1,447.9,90.7,18.2,5322.6,27,22,29,21,23,15,24,16,22,26,28,27,280,5.33,11.18,4.83,67.82,27.43,241.3,45.21,136.91,46.48,26.92,0.76,24.89,639.06,-11.08,-11.03,-5.64,2.83,8.44,15.25,16.13,16.97,10.84,4.34,-6.47,-6.34,-2.71,-4.88,2.67,10.39,15.97,21.81,23.4,24.27,18.17,13.03,1.91,-1.18,5.66,1.27,10.97,17.97,23.49,28.36,30.66,31.56,25.49,21.72,10.29,3.99,-10.56,-9.96,-6.26,1.16,7.59,15.5,15.72,16.93,12.22,4.87,-6.55,-5.34,0.68,0.48,1.08,1.62,1.5,1.42,1.82,1.54,1.08,1.05,0.93,0.42,6.9,4.81,11.25,16.01,20.19,22.63,28.16,28.27,19.66,17.94,10.23,3.84,10.87
2013,NEBRASKA,31,SOUTH,80,HARLAN,83,0,8.4,73.1,201.8,638.4,947.7,1072.8,1083.8,899.5,355.2,79.5,15.5,5375.7,27,24,25,23,21,22,20,24,20,26,28,28,288,6.1,22.86,18.29,49.28,69.09,23.11,50.04,40.89,74.17,34.8,15.24,4.57,408.44,-9.92,-8.07,-5.18,-0.14,8.87,14.39,17.23,17.8,13.89,3.95,-4.17,-10.65,-3.52,-0.98,2.52,7.3,16.34,22.55,24.23,24.42,21.66,11.34,3.33,-3.33,2.88,6.1,10.23,14.73,23.83,30.71,31.22,31.06,29.42,18.74,10.82,3.97,-7.03,-6.19,-3.69,0.01,8.68,13.61,15.58,17.67,12.82,3.73,-3.65,-10.14,0.3,0.38,0.47,0.8,1.05,1.97,2.53,1.78,2.02,1.03,0.69,0.55,3.67,6.24,8.95,12.77,20.16,31.55,30.82,26.92,29.57,14.73,9.07,6.26,6.18
2012,NEBRASKA,31,SOUTH,80,HARLAN,83,20.3,11.8,351.7,447.9,769.1,1041.9,1267.5,1018.7,733.4,301.9,99.6,24.6,6088.4,28,25,25,21,25,26,27,22,28,25,30,28,310,1.52,32,31.75,69.34,34.29,56.9,71.63,51.56,13.97,20.07,0,24.64,407.67,-8.22,-7.29,1.66,6.11,10.44,16.21,19.41,14.96,8.79,1.46,-3.98,-9.32,-0.07,-0.66,10.84,13.29,18.78,24.29,27.72,23.26,18.58,9.81,5.43,-1.89,8.07,5.96,20.02,20.49,27.12,32.39,36.02,31.56,28.38,18.16,14.84,5.54,-8.38,-5.63,2.16,5.57,8.78,13.98,16.08,13.67,6.98,0.96,-2.87,-7.86,0.69,0.49,0.81,1.21,1.97,2.83,4.47,1.83,1.88,1.18,0.68,0.54,8.23,5.56,17.73,16.19,26.42,35.63,43.82,32.53,31.09,16.06,12.32,6.67,10.99
2011,NEBRASKA,31,SOUTH,80,HARLAN,83,3.6,28.4,112.2,291.6,553.1,917.2,1215.4,1074.3,625.1,406.1,79.1,6.8,5312.9,26,24,23,18,18,23,21,24,26,25,26,25,279,22.61,24.13,17.27,83.06,143,123.44,123.7,146.56,12.7,146.3,13.46,19.05,875.28,-11.91,-10.8,-3.21,2.67,7.61,14.93,20.1,17.68,8.41,3.76,-3.89,-8.09,-5.21,-3.12,3.87,10.29,14.91,21.98,26.78,24.25,16.58,12.12,4.24,-1.69,1.48,4.57,10.94,17.91,22.21,29.04,33.46,30.83,24.73,20.48,12.37,4.71,-9.41,-8.82,-1.91,1.92,6.56,13.64,19.52,18.37,8.69,3.39,-4.23,-5.91,0.35,0.48,0.43,0.86,1.18,2.15,2.32,0.95,0.89,1.08,0.77,0.4,3.94,6.67,9.38,15.19,18.44,25.66,29.9,23.64,21.83,17.6,10.73,4.69,11.24
2010,NEBRASKA,31,SOUTH,80,HARLAN,83,0,0,86.7,392.6,547.7,963.8,1110.6,1123.9,787.3,467.8,79.6,1.8,5561.8,28,24,22,21,18,18,20,23,22,29,28,30,283,1.02,19.56,54.86,103.63,141.99,192.53,59.18,114.81,45.47,6.6,13.46,5.59,758.7,-9.93,-8.51,-1.49,4.69,8.31,16.14,18.46,17.84,11.66,4.31,-3.79,-9.34,-4.36,-2.97,5.16,12.27,14.82,22.85,24.91,25.14,19.58,13.38,3.79,-2.73,1.22,2.56,11.8,19.87,21.32,29.55,31.36,32.45,27.51,22.46,11.37,3.89,-8.22,-6.89,-0.46,4.64,8.52,16.4,18.82,17.44,11.99,3.44,-3.22,-7.99,0.25,0.28,0.5,0.97,1.09,1.69,1.44,1.96,1.26,1.3,0.65,0.43,3.13,3.4,8.89,15.09,14.95,23.5,25.17,29.98,23.03,19.79,9.81,4.81,12.47
